-165.96,16.406
-172.87,20.3
180,21.465
172.87,20.3
165.96,16.406
-156.8,27.632
-164.05,32.124
-171.87,34.656
180,35.48
171.87,34.656
164.05,32.124
156.8,27.632
-146.31,32.979
-153.43,38.706
-161.57,42.63
-170.54,44.959
180,45.735
170.54,44.959
161.57,42.63
153.43,38.706
146.31,32.979
-135,34.656
-141.34,41.851
-149.04,47.288
-158.2,51.211
-168.69,53.618
180,54.433
168.69,53.618
158.2,51.211
149.04,47.288
141.34,41.851
135,34.656
-123.69,32.979
-128.66,41.851
-135,48.848
-143.13,54.433
-153.43,58.651
-165.96,61.338
180,62.269
165.96,61.338
153.43,58.651
143.13,54.433
135,48.848
128.66,41.851
123.69,32.979
-113.2,27.632
-116.57,38.706
-120.96,47.288
-126.87,54.433
-135,60.426
-146.31,65.201
-161.57,68.416
180,69.574
161.57,68.416
146.31,65.201
135,60.426
126.87,54.433
120.96,47.288
116.57,38.706
113.2,27.632
-104.04,16.406
-105.95,32.124
-108.43,42.63
-111.8,51.211
-116.57,58.651
-123.69,65.201
-135,70.79
-153.43,74.923
180,76.546
153.43,74.923
135,70.79
123.69,65.201
116.57,58.651
111.8,51.211
108.43,42.63
105.95,32.124
104.04,16.406
-97.125,20.3
-98.13,34.656
-99.462,44.959
-101.31,53.618
-104.04,61.338
-108.43,68.416
-116.57,74.923
-135,80.531
180,83.32
135,80.531
116.57,74.923
108.43,68.416
104.04,61.338
101.31,53.618
99.462,44.959
98.13,34.656
97.125,20.3
-90,21.465
-90,35.48
-90,45.735
-90,54.433
-90,62.269
-90,69.574
-90,76.546
-90,83.32
0,90
90,83.32
90,76.546
90,69.574
90,62.269
90,54.433
90,45.735
90,35.48
90,21.465
-82.875,20.3
-81.87,34.656
-80.538,44.959
-78.69,53.618
-75.964,61.338
-71.565,68.416
-63.435,74.923
-45,80.531
0,83.32
45,80.531
63.435,74.923
71.565,68.416
75.964,61.338
78.69,53.618
80.538,44.959
81.87,34.656
82.875,20.3
-75.964,16.406
-74.055,32.124
-71.565,42.63
-68.199,51.211
-63.435,58.651
-56.31,65.201
-45,70.79
-26.565,74.923
0,76.546
26.565,74.923
45,70.79
56.31,65.201
63.435,58.651
68.199,51.211
71.565,42.63
74.055,32.124
75.964,16.406
-66.801,27.632
-63.435,38.706
-59.036,47.288
-53.13,54.433
-45,60.426
-33.69,65.201
-18.435,68.416
0,69.574
18.435,68.416
33.69,65.201
45,60.426
53.13,54.433
59.036,47.288
63.435,38.706
66.801,27.632
-56.31,32.979
-51.34,41.851
-45,48.848
-36.87,54.433
-26.565,58.651
-14.036,61.338
0,62.269
14.036,61.338
26.565,58.651
36.87,54.433
45,48.848
51.34,41.851
56.31,32.979
-45,34.656
-38.66,41.851
-30.964,47.288
-21.801,51.211
-11.31,53.618
0,54.433
11.31,53.618
21.801,51.211
30.964,47.288
38.66,41.851
45,34.656
-33.69,32.979
-26.565,38.706
-18.435,42.63
-9.4623,44.959
0,45.735
9.4623,44.959
18.435,42.63
26.565,38.706
33.69,32.979
-23.199,27.632
-15.945,32.124
-8.1301,34.656
0,35.48
8.1301,34.656
15.945,32.124
23.199,27.632
-14.036,16.406
-7.125,20.3
0,21.465
7.125,20.3
14.036,16.406
