-189.94,16.406
-196.85,20.3
156.02,21.465
148.89,20.3
141.98,16.406
-180.78,27.632
-188.03,32.124
-195.85,34.656
156.02,35.48
147.89,34.656
140.07,32.124
132.82,27.632
-170.29,32.979
-177.41,38.706
-185.55,42.63
-194.52,44.959
156.02,45.735
146.56,44.959
137.59,42.63
129.45,38.706
122.33,32.979
-158.98,34.656
-165.32,41.851
-173.02,47.288
-182.18,51.211
-192.67,53.618
156.02,54.433
144.71,53.618
134.22,51.211
125.06,47.288
117.36,41.851
111.02,34.656
-147.67,32.979
-152.64,41.851
-158.98,48.848
-167.11,54.433
-177.41,58.651
-189.94,61.338
156.02,62.269
141.98,61.338
129.45,58.651
119.15,54.433
111.02,48.848
104.68,41.851
99.708,32.979
-137.18,27.632
-140.55,38.706
-144.94,47.288
-150.85,54.433
-158.98,60.426
-170.29,65.201
-185.55,68.416
156.02,69.574
137.59,68.416
122.33,65.201
111.02,60.426
102.89,54.433
96.978,47.288
92.588,38.706
89.218,27.632
-128.02,16.406
-129.93,32.124
-132.41,42.63
-135.78,51.211
-140.55,58.651
-147.67,65.201
-158.98,70.79
-177.41,74.923
156.02,76.546
129.45,74.923
111.02,70.79
99.708,65.201
92.588,58.651
87.818,51.211
84.448,42.63
81.968,32.124
80.058,16.406
-121.11,20.3
-122.11,34.656
-123.44,44.959
-125.29,53.618
-128.02,61.338
-132.41,68.416
-140.55,74.923
-158.98,80.531
156.02,83.32
111.02,80.531
92.588,74.923
84.448,68.416
80.058,61.338
77.328,53.618
75.48,44.959
74.148,34.656
73.143,20.3
-113.98,21.465
-113.98,35.48
-113.98,45.735
-113.98,54.433
-113.98,62.269
-113.98,69.574
-113.98,76.546
-113.98,83.32
-23.982,90
66.018,83.32
66.018,76.546
66.018,69.574
66.018,62.269
66.018,54.433
66.018,45.735
66.018,35.48
66.018,21.465
-106.86,20.3
-105.85,34.656
-104.52,44.959
-102.67,53.618
-99.946,61.338
-95.547,68.416
-87.417,74.923
-68.982,80.531
-23.982,83.32
21.018,80.531
39.453,74.923
47.583,68.416
51.982,61.338
54.708,53.618
56.556,44.959
57.888,34.656
58.893,20.3
-99.946,16.406
-98.037,32.124
-95.547,42.63
-92.181,51.211
-87.417,58.651
-80.292,65.201
-68.982,70.79
-50.547,74.923
-23.982,76.546
2.5829,74.923
21.018,70.79
32.328,65.201
39.453,58.651
44.217,51.211
47.583,42.63
50.073,32.124
51.982,16.406
-90.783,27.632
-87.417,38.706
-83.018,47.288
-77.112,54.433
-68.982,60.426
-57.672,65.201
-42.417,68.416
-23.982,69.574
-5.5471,68.416
9.7079,65.201
21.018,60.426
29.148,54.433
35.054,47.288
39.453,38.706
42.819,27.632
-80.292,32.979
-75.322,41.851
-68.982,48.848
-60.852,54.433
-50.547,58.651
-38.018,61.338
-23.982,62.269
-9.9461,61.338
2.5829,58.651
12.888,54.433
21.018,48.848
27.358,41.851
32.328,32.979
-68.982,34.656
-62.642,41.851
-54.946,47.288
-45.783,51.211
-35.292,53.618
-23.982,54.433
-12.672,53.618
-2.1811,51.211
6.9819,47.288
14.678,41.851
21.018,34.656
-57.672,32.979
-50.547,38.706
-42.417,42.63
-33.444,44.959
-23.982,45.735
-14.52,44.959
-5.5471,42.63
2.5829,38.706
9.7079,32.979
-47.181,27.632
-39.927,32.124
-32.112,34.656
-23.982,35.48
-15.852,34.656
-8.0371,32.124
-0.78312,27.632
-38.018,16.406
-31.107,20.3
-23.982,21.465
-16.857,20.3
-9.9461,16.406
