-5.149586 	 30.795166 	 -0.000077 
-26.294655 	 8.103206 	 -0.000059 
9.891559 	 3.661022 	 -0.000009 
25.250879 	 36.735444 	 -0.000156 
-1.381842 	 61.578143 	 -0.000299 
-33.263578 	 43.875755 	 -0.000238 
85.793368 	 40.812833 	 -0.000708 
63.345819 	 19.426326 	 -0.000344 
99.233778 	 12.874144 	 -0.000784 
116.502064 	 44.942322 	 -0.001222 
91.370655 	 71.318756 	 -0.001055 
58.534408 	 55.571222 	 -0.000512 
44.765902 	 112.687266 	 -0.001157 
66.507753 	 134.786289 	 -0.001777 
30.450424 	 140.177132 	 -0.001620 
14.186302 	 107.600241 	 -0.000928 
40.162959 	 82.032841 	 -0.000656 
72.462426 	 98.822001 	 -0.001180 
-36.176599 	 120.879170 	 -0.001253 
-65.414184 	 131.273749 	 -0.001692 
-55.104836 	 96.346686 	 -0.000969 
-18.699655 	 95.295244 	 -0.000743 
-6.412180 	 129.610721 	 -0.001326 
-35.291905 	 151.895946 	 -0.001915 
-95.287438 	 58.628132 	 -0.000982 
-97.763064 	 89.540732 	 -0.001380 
-125.459380 	 65.798115 	 -0.001574 
-111.402065 	 32.147615 	 -0.001054 
-75.106443 	 35.087562 	 -0.000539 
-66.686358 	 70.522216 	 -0.000740 
-86.051383 	 -26.522787 	 -0.000635 
-115.537017 	 -36.023518 	 -0.001148 
-86.150583 	 -57.540676 	 -0.000842 
-56.595442 	 -36.229215 	 -0.000354 
-67.739751 	 -1.531519 	 -0.000360 
-104.174473 	 -1.389936 	 -0.000850 
-6.372315 	 -66.248618 	 -0.000349 
-3.688180 	 -97.154593 	 -0.000744 
23.848949 	 -73.199492 	 -0.000467 
9.553523 	 -39.646345 	 -0.000131 
-26.731963 	 -42.847551 	 -0.000201 
-34.913495 	 -78.409610 	 -0.000580 
75.414164 	 -41.698691 	 -0.000582 
66.864549 	 -71.494344 	 -0.000753 
101.131985 	 -59.020046 	 -0.001076 
99.810092 	 -22.562686 	 -0.000820 
64.717551 	 -12.607658 	 -0.000341 
44.437290 	 -42.894140 	 -0.000300 
-81.261220 	 208.821128 	 -0.003952 
-101.561801 	 232.226499 	 -0.005055 
-109.812891 	 196.747508 	 -0.003993 
-78.606666 	 177.955070 	 -0.002978 
